filename,prediction,confidence
/kaggle/input/birdclef-2024/train_audio/redspu1/XC312771.ogg,Bird,0.85809875
/kaggle/input/birdclef-2024/train_audio/redspu1/XC37584.ogg,Animal,0.14347284
/kaggle/input/birdclef-2024/train_audio/redspu1/XC283501.ogg,Animal,0.4674755
/kaggle/input/birdclef-2024/train_audio/redspu1/XC469479.ogg,Animal,0.6624958
/kaggle/input/birdclef-2024/train_audio/redspu1/XC471046.ogg,Silence,0.43595073
/kaggle/input/birdclef-2024/train_audio/redspu1/XC760790.ogg,Speech,0.23239957
/kaggle/input/birdclef-2024/train_audio/redspu1/XC623939.ogg,Silence,0.33849153
/kaggle/input/birdclef-2024/train_audio/redspu1/XC356035.ogg,Animal,0.7772517
/kaggle/input/birdclef-2024/train_audio/redspu1/XC634745.ogg,Animal,0.5938328
/kaggle/input/birdclef-2024/train_audio/redspu1/XC775566.ogg,Animal,0.6002152
/kaggle/input/birdclef-2024/train_audio/redspu1/XC325427.ogg,Speech,0.13396327
/kaggle/input/birdclef-2024/train_audio/redspu1/XC395166.ogg,Animal,0.58763933
/kaggle/input/birdclef-2024/train_audio/redspu1/XC296423.ogg,Animal,0.454738
/kaggle/input/birdclef-2024/train_audio/redspu1/XC540542.ogg,Animal,0.24880028
/kaggle/input/birdclef-2024/train_audio/redspu1/XC668357.ogg,Animal,0.6973795
/kaggle/input/birdclef-2024/train_audio/redspu1/XC284532.ogg,Animal,0.43676072
/kaggle/input/birdclef-2024/train_audio/zitcis1/XC583640.ogg,Animal,0.7271687
/kaggle/input/birdclef-2024/train_audio/zitcis1/XC301756.ogg,Animal,0.5697461
/kaggle/input/birdclef-2024/train_audio/zitcis1/XC568234.ogg,Animal,0.41469416
/kaggle/input/birdclef-2024/train_audio/zitcis1/XC639178.ogg,"Bird vocalization, bird call, bird song",0.6966358
/kaggle/input/birdclef-2024/train_audio/zitcis1/XC562093.ogg,"Outside, rural or natural",0.38998097
/kaggle/input/birdclef-2024/train_audio/zitcis1/XC784863.ogg,Animal,0.42988703
/kaggle/input/birdclef-2024/train_audio/zitcis1/XC292988.ogg,Noise,0.2558958
/kaggle/input/birdclef-2024/train_audio/zitcis1/XC732693.ogg,Animal,0.7160087
/kaggle/input/birdclef-2024/train_audio/zitcis1/XC330942.ogg,Wild animals,0.3929065
/kaggle/input/birdclef-2024/train_audio/zitcis1/XC704584.ogg,Wild animals,0.7452865
/kaggle/input/birdclef-2024/train_audio/zitcis1/XC570083.ogg,Animal,0.47497508
/kaggle/input/birdclef-2024/train_audio/zitcis1/XC633801.ogg,Environmental noise,0.39006275
/kaggle/input/birdclef-2024/train_audio/zitcis1/XC368394.ogg,"Outside, rural or natural",0.4249173
/kaggle/input/birdclef-2024/train_audio/zitcis1/XC567945.ogg,Animal,0.8632366
/kaggle/input/birdclef-2024/train_audio/zitcis1/XC689204.ogg,Silence,0.62527674
/kaggle/input/birdclef-2024/train_audio/zitcis1/XC727228.ogg,Animal,0.7714978
/kaggle/input/birdclef-2024/train_audio/zitcis1/XC268232.ogg,Animal,0.44878143
/kaggle/input/birdclef-2024/train_audio/zitcis1/XC713317.ogg,Animal,0.5178972
/kaggle/input/birdclef-2024/train_audio/zitcis1/XC746992.ogg,Animal,0.19038324
