filename,prediction,confidence
/kaggle/input/birdclef-2023/train_audio/yetgre1/XC247367.ogg,Animal,0.26965088
/kaggle/input/birdclef-2023/train_audio/yetgre1/XC574558.ogg,Animal,0.3734873
/kaggle/input/birdclef-2023/train_audio/yetgre1/XC403259.ogg,Animal,0.15294485
/kaggle/input/birdclef-2023/train_audio/yetgre1/XC498854.ogg,Insect,0.64803356
/kaggle/input/birdclef-2023/train_audio/yetgre1/XC289493.ogg,Frog,0.7660675
/kaggle/input/birdclef-2023/train_audio/yetgre1/XC716763.ogg,Animal,0.4925993
/kaggle/input/birdclef-2023/train_audio/yetgre1/XC498853.ogg,Insect,0.6183985
/kaggle/input/birdclef-2023/train_audio/yetgre1/XC338717.ogg,Silence,0.4755404
/kaggle/input/birdclef-2023/train_audio/yetgre1/XC349660.ogg,Cricket,0.61510724
/kaggle/input/birdclef-2023/train_audio/yetgre1/XC403543.ogg,Animal,0.23887461
/kaggle/input/birdclef-2023/train_audio/yetgre1/XC574557.ogg,Animal,0.32073128
/kaggle/input/birdclef-2023/train_audio/yetgre1/XC346069.ogg,Animal,0.63622904
/kaggle/input/birdclef-2023/train_audio/yetgre1/XC530126.ogg,Animal,0.58068067
/kaggle/input/birdclef-2023/train_audio/yetgre1/XC530241.ogg,Animal,0.41135034
/kaggle/input/birdclef-2023/train_audio/yetgre1/XC405750.ogg,Animal,0.3009192
/kaggle/input/birdclef-2023/train_audio/yetgre1/XC530242.ogg,Animal,0.5015034
/kaggle/input/birdclef-2023/train_audio/yetgre1/XC247369.ogg,Animal,0.40240836
/kaggle/input/birdclef-2023/train_audio/yetgre1/XC667564.ogg,Animal,0.2255448
/kaggle/input/birdclef-2023/train_audio/yetgre1/XC475334.ogg,Animal,0.25669554
/kaggle/input/birdclef-2023/train_audio/yetgre1/XC574559.ogg,Animal,0.37451106
/kaggle/input/birdclef-2023/train_audio/yetgre1/XC344194.ogg,Animal,0.40021673
/kaggle/input/birdclef-2023/train_audio/yetgre1/XC349661.ogg,"Outside, rural or natural",0.14709103
/kaggle/input/birdclef-2023/train_audio/yetgre1/XC282051.ogg,Speech,0.11579363
